,lat,lon,Date_Mid_Greenup_Phase_1,Date_Mid_Senescence_Phase_1,EVI2_Growing_Season_Area_1,EVI2_Onset_Greenness_Increase_1,EVI2_Onset_Greenness_Maximum_1,Growing_Season_Length_1,Onset_Greenness_Increase_1,Onset_Greenness_Maximum_1,Rate_Greenness_Decrease_1,Rate_Greenness_Increase_1,lat_x,lon_x,year_x,temp_all,temp_spring,temp_autumn,temp_summer,Unnamed..0,AOT40_all,O3_all,AOT40_spring,O3_spring,AOT40_autumn,O3_autumn,AOT40_summer,O3_summer,LC_Prop1,LC_Prop2,LC_Prop3,LC_Type1,LC_Type2,LC_Type3,LC_Type4,LC_Type5,year_y,co2_spring,co2_summer,co2_autumn,co2_all
12,21.6158,108.3411,144,343.5,19.6,0.11405,0.20235,283.25,97.25,195,0.00235,0.001175,21.6158,108.3411,2016.5,296.2894714,294.8990114,300.4424649,301.4221108,1271.25,13338.75085,24.37571255,3052.73165,22.94018242,6339.1515,26.27050639,2607.0354,22.28947621,22,9,20,13,13,10,8,9,2016.5,401.0803696,402.6930437,402.4136179,401.6552721
13,21.6414,108.3506,162.8,305.8,21.554,0.13028,0.25822,251,121,202.8,0.00172,0.002,21.6414,108.3506,2018,296.3953386,295.0291478,300.506745,301.6071887,1273.8,19330.10436,26.85071503,4344.53588,24.12294748,7662.83196,28.32427628,3837.95424,25.26275658,22,20,20,9,9,4,2,2,2018,404.0138258,405.7713508,405.429148,404.6698091
14,21.6533,110.9294,113.4,295.8,22.784,0.195,0.29782,266.8,62.8,171.6,0.00286,0.0011,21.6533,110.9294,2017.6,297.015281,296.0167583,300.2293217,301.1089195,604.8,21888.25448,28.35540692,5689.23664,27.20522867,9133.24388,29.4494065,5977.5608,26.47464182,22,9,20,13,13,10,8,9,2017.6,402.808591,404.8128394,404.356372,403.6844849
15,21.6687,110.9107,115.6666667,275.6666667,16.92666667,0.2444,0.327433333,233.6666667,67.33333333,159.3333333,0.006033333,0.001033333,21.6687,110.9107,2020,297.3143518,296.8467823,300.3770372,301.4219933,606.6666667,31059.78587,30.96097964,5942.5162,28.4078404,10867.10967,30.19115933,6545.9374,26.79179403,22,9,20,13,13,10,8,9,2020,407.7222572,409.7396935,409.2119028,408.6604078
16,21.6828,110.8592,131,300.6666667,24.61,0.213966667,0.335666667,244,103.3333333,168.3333333,0.0038,0.005966667,21.6828,110.8592,2018.333333,297.2307396,296.1919458,300.5676602,301.3924035,607,16591.2398,25.44850984,3202.810067,23.6323225,6085.623467,25.35200771,4025.9458,22.8462467,22,9,20,13,13,10,8,9,2018.333333,404.25237,406.4428188,405.9440156,405.2531974
17,21.7731,108.3514,97.5,294.5,27.265,0.23415,0.34545,269,78,117,0.0015,0.0047,21.7731,108.3514,2018.5,296.2402708,295.2800299,300.0771344,301.226584,1273,14084.8514,24.84976216,4247.649,24.09648086,4878.6312,25.84217941,3559.3312,24.84718252,22,9,20,13,13,10,8,9,2018.5,405.0689277,406.42143,406.1728323,405.4733254
18,21.8536,111.9508,145,276,9.86,0.122366667,0.1806,197,94.33333333,189.6666667,0.002766667,0.000633333,21.8536,111.9508,2017.666667,296.3711419,295.2238102,299.9272146,300.7502283,617.6666667,29973.8416,28.6161143,4856.4334,25.2873762,12880.80793,31.11865578,7087.992,26.64874648,25,9,23.33333333,13,13,10,8,9,2017.666667,403.4678665,404.6416531,404.2504758,403.9331123
19,21.8593,111.9797,129.5,289.5,20.645,0.1909,0.2576,245.5,101.5,168,0.00105,0.00175,21.8593,111.9797,2018.5,296.5038797,295.6916694,299.7201968,300.6519817,617,39163.4835,31.98621852,7791.4653,29.7214169,16026.9704,34.35632314,9212.1405,29.98957159,22,9,20,13,13,10,8,9,2018.5,405.1798278,406.2025983,405.8354462,405.5755381
20,21.8658,111.9491,99,300.75,18.665,0.132875,0.208325,282.25,57.75,144.5,0.0014,0.00215,21.8658,111.9491,2017.25,296.2897683,295.1401883,299.8253192,300.8163477,618.75,27443.38655,28.13475934,7630.4574,28.04323214,11835.647,29.48269917,6714.49175,25.62239539,24.5,9,22.5,13,13,10,8,9,2017.25,402.5472026,404.020986,403.5439906,403.1421856
21,21.8749,112.0125,140,259,20.22,0.2,0.2752,201,66,212,0.0042,0.0005,21.8749,112.0125,2021,296.4544441,296.3857055,299.8210633,300.9728067,1788,32235.6002,29.73084975,8610.1026,28.84884844,8694.8068,27.45546515,5559.5406,25.4026146,22,9,20,13,13,10,8,9,2021,411.1044764,411.922294,411.3326868,411.3887456
22,21.8947,111.9765,123,297,36.74,0.2573,0.4432,251,94,152,0.0019,0.004,21.8947,111.9765,2021,296.2111817,296.1553053,299.5674297,300.7036023,1674,29230.7972,28.6795089,8118.0472,28.72014747,7158.9882,24.99333203,5101.1642,24.08992897,22,20,20,9,9,4,2,2,2021,410.7704663,411.6992277,411.2522365,411.1390032
23,21.9481,108.6549,122.5,302.6666667,28.76333333,0.2662,0.3847,256.1666667,76.33333333,177.3333333,0.003266667,0.002266667,21.9481,108.6549,2018,296.1179069,295.2629657,300.0427239,301.280582,1275.833333,17071.76693,26.40481422,3951.404,24.94935539,7002.264167,27.18948222,4798.149667,25.48156309,22,9,20,13,13,10,8,9,2018,403.9874002,405.996149,405.617792,404.7960134
24,21.9633,108.5959,111,306,41.89,0.2741,0.4778,244,87,136,0.0029,0.0052,21.9633,108.5959,2021,296.0220059,295.9223212,299.819179,301.3377023,1742,16933.0918,26.51010315,3751.5856,23.44860178,5033.1224,25.87599532,5389.142,26.12172212,22,20,20,9,9,4,2,2,2021,410.3364045,412.0031954,411.6171112,411.0641724
25,21.9667,108.6236,104,308,23.41,0.1727,0.2392,296,49,222,0.0018,0.0004,21.9667,108.6236,2021,296.0220059,295.9223212,299.819179,301.3377023,1276,14320.3166,26.84229033,3134.6852,23.29995567,3942.663,26.12729092,3803.78,25.88010779,22,9,20,13,13,10,8,9,2021,410.3364045,412.0031954,411.6171112,411.0641724
26,22.0019,100.7939,137.3333333,324.3333333,25.83333333,0.233133333,0.3549,272.6666667,82,198.3333333,0.001666667,0.001333333,22.0019,100.7939,2019.333333,295.7363894,296.8579193,297.0976792,297.9731208,1384.333333,12674.5852,17.16694842,11677.75127,26.0544896,205.0214667,11.75301823,216.4896667,12.8977169,22,9,20,13,13,10,8,9,2019.333333,408.9533734,405.8483246,405.5855607,407.3555093
27,22.0225,100.8017,147.6666667,269.3333333,17.85,0.183133333,0.2836,248,110.3333333,185,0.004233333,0.002433333,22.0225,100.8017,2018,295.6688234,296.5916555,297.2447859,297.9342918,1385,19084.79733,20.3045435,17154.15913,32.75069873,591.7522,12.95577717,398.6414,13.17047739,22,9,20,13,13,10,8,9,2018,406.1419459,402.8772334,403.088469,404.6097302
28,22.2281,113.299,118.5714286,280,23.30142857,0.158857143,0.279742857,236.5714286,79.71428571,160.2857143,0.002428571,0.003328571,22.2281,113.299,2018,296.3441613,295.186181,300.2217475,301.191544,362.8571429,29240.70871,27.47640006,6316.4914,26.61862215,14380.56631,30.15202161,9150.702286,26.77807797,22,9,20,13,13,10,8,9,2018,403.6088202,405.1464296,404.8012415,404.4335316
29,22.2335,113.4881,135,312,20.955,0.1373,0.23615,257.5,99,169.5,0.0011,0.0018,22.2335,113.4881,2019.5,296.7534482,295.6147041,300.3896356,301.3092326,361.5,23620.4401,27.02132892,2968.2423,24.04772089,12150.1016,29.75303447,6790.5438,24.20737539,22,9,20,13,13,10,8,9,2019.5,406.5685025,408.4800821,407.9094214,407.6476774
30,22.3707,107.3702,133.3333333,275.3333333,21.49666667,0.2193,0.336633333,213,83.33333333,216,0.006066667,0.001766667,22.3707,107.3702,2017,295.0448496,294.1476777,299.0695711,300.26076,1294.333333,19533.4014,24.44889639,8996.7768,28.21774764,5762.260133,23.41636459,4888.944267,23.44892461,22,9,20,13,13,10,8,9,2017,401.6307454,402.6639459,402.3717484,401.9606002
31,22.4136,107.3476,133.6666667,286.3333333,19.32,0.1965,0.307733333,203,113.3333333,154,0.002866667,0.004133333,22.4136,107.3476,2018,295.1453695,294.4676857,298.8900207,300.3417019,1294,17504.64007,23.9193484,6986.1722,24.72778847,6252.3082,24.92980973,5979.047533,25.58885557,22,9,20,13,13,10,8,9,2018,403.1671124,404.4959909,404.3451797,403.8201748
32,22.4667,113.05,146,286,28.45,0.2423,0.4121,245,98,194,0.0016,0.0023,22.4667,113.05,2021,296.4190702,296.4882934,300.1465875,301.3530491,1784,33981.591,25.13431543,11011.8928,25.76318613,13045.6156,26.29971112,11010.6626,25.32985836,22,20,20,9,9,4,2,2,2021,410.5249245,410.7838031,410.6794513,410.7240845
33,22.478,113.3528,69,295,22.67,0.1852,0.2748,295,36,102,0.0016,0.0016,22.478,113.3528,2021,296.4721888,296.3779296,300.229723,301.3043891,1789,36258.715,27.9573058,11503.093,29.57137886,13278.9556,26.90136656,11208.1906,26.16396202,22,9,20,13,13,10,8,9,2021,410.5249245,410.7838031,410.6794513,410.7240845
34,22.4853,113.4411,147.3333333,266.3333333,32.41,0.244533333,0.406466667,235.6666667,117,184,0.001966667,0.003766667,22.4853,113.4411,2016.666667,296.4210173,295.0365231,300.4495659,301.2697624,374.3333333,29412.18007,24.55667896,4281.271867,21.91460736,18281.16527,31.40002043,12821.4896,28.43333554,22,20,20,9,9,4,2,2,2016.666667,400.4723742,402.6008998,402.1367082,401.59942
35,22.5111,113.4075,103.75,306.75,23.65,0.175025,0.27475,280,66,141.75,0.002125,0.001825,22.5111,113.4075,2017,296.1837411,294.7158826,300.2608818,301.2504369,373.5,35140.8537,25.14303243,9455.1525,24.55592527,18639.39015,29.40972628,12273.4051,25.90633775,22,9,20,13,13,10,8,9,2017,401.361749,403.4092799,402.9706142,402.4360284
36,22.5171,113.9181,143,283,18.17,0.1241,0.2164,289,121,166,0.0017,0.006,22.5171,113.9181,2016,296.3999079,294.7844054,300.4397991,301.3123769,351,28579.4791,25.03247508,7881.5858,25.63021237,14836.7035,26.64631426,8829.2068,20.32835013,32,9,30,13,13,10,8,9,2016,399.3343017,401.4444458,401.2796199,400.4293442
37,22.5211,113.3769,121.6,271.8,15.432,0.15936,0.23514,239.8,68,160.6,0.0026,0.00148,22.5211,113.3769,2018,296.3279548,295.3864695,300.1473966,301.1622213,371.8,31846.26212,23.38707902,6715.11492,21.4884206,17544.80436,29.03051711,13356.19304,26.09501547,22,9,20,13,13,10,8,9,2018,403.6966697,405.0553558,404.8570947,404.4298592
38,22.5311,113.0219,142.1666667,291.8333333,27.39,0.291483333,0.4335,225,106.5,185.3333333,0.002916667,0.003233333,22.5311,113.0219,2017.666667,296.1998019,295.1707794,300.2105296,301.233743,377.6666667,38137.4601,26.26715238,8931.7044,24.92032242,18896.8579,30.58272677,13724.76273,27.01135945,22,20,20,9,9,4,2,2,2017.666667,402.9141577,404.4234678,404.1469595,403.7162261
39,22.5497,113.3881,128.75,263.5,27.795,0.22835,0.38595,218.25,94.75,163,0.002575,0.006075,22.5497,113.3881,2019,296.2063045,295.2243181,300.0457461,301.1414253,373.25,36348.0201,26.55428215,10675.2352,27.68999599,17158.2932,29.01707867,13139.8727,26.7428385,22,9,20,13,13,10,8,9,2019,405.9611547,407.055577,406.7996415,406.5591153
40,22.5545,114.1063,110.8571429,280.5714286,20.67142857,0.140042857,0.2425,251.5714286,58.42857143,156.7142857,0.0029,0.001757143,22.5545,114.1063,2018,295.9602415,294.7359047,299.8087022,300.690812,348.8571429,30232.8986,27.93322273,9125.789657,29.29604847,13329.1704,28.39696374,9004.3496,24.21099348,32,9,30,13,13,10,8,9,2018,403.7991374,405.564687,405.1421472,404.6629387
41,22.559,114.0731,170,322,22.95,0.317,0.4325,232,122,240,0.0029,0.0011,22.559,114.0731,2021,296.2135727,295.8873087,299.9483056,300.8609617,1666,28031.3952,26.64826251,11618.3964,30.02669807,6849.1144,22.30527148,6601.8222,20.74758767,22,9,20,13,13,10,8,9,2021,411.0013761,411.4908879,411.2739334,411.1679276
42,22.5625,114.117,126.8333333,268.5,22.01833333,0.1647,0.290783333,212.5,86,166.8333333,0.0058,0.002183333,22.5625,114.117,2017.666667,295.940148,294.7283917,299.8152992,300.66058,349.6666667,30186.5772,27.43485209,9282.3303,29.07385913,13514.44097,28.3801687,9215.634067,24.46595299,22,9,20,13,13,10,8,9,2017.666667,403.0712104,404.9311574,404.5290383,403.9363642
43,22.5689,114.2458,120,279,17.635,0.16495,0.2711,268,65,163.5,0.0023,0.0016,22.5689,114.2458,2017.5,296.132416,294.6548195,299.9771651,301.0069961,353,18962.1257,25.88079191,3056.4754,23.10157167,10483.7663,27.77579685,5445.0846,21.94621445,22,9,20,13,13,10,8,9,2017.5,402.6614042,404.3081245,403.722177,403.5599207
44,22.5835,113.0731,143.25,283.5,20.855,0.177275,0.268375,226,97,191,0.00245,0.0027,22.5835,113.0731,2018.5,296.2339712,295.089477,300.3606878,301.4131039,377,41612.0679,25.94529123,13068.89415,26.52031972,19406.08055,29.04443713,14803.41115,26.25619652,22,9,20,13,13,10,8,9,2018.5,404.7291513,406.3395536,405.9599942,405.5939972
45,22.5861,113.8953,145.3333333,294.6666667,41.26,0.282066667,0.461233333,230.3333333,89.66666667,198,0.005433333,0.0026,22.5861,113.8953,2017,296.1106076,294.3774311,300.3369472,301.1324817,354.3333333,27871.37913,25.67517553,8053.475533,28.31907693,12627.6246,25.62862893,9777.215467,22.97602769,22,9,20,13,13,10,8,9,2017,401.5148321,403.0727772,402.7961549,402.3076908
46,22.5893,110.0527,113,261,33.48,0.2168,0.4177,219,83,143,0.0027,0.0042,22.5893,110.0527,2021,295.9028878,295.9228285,299.6019455,300.965814,1856,18010.3264,26.66887794,5343.8894,25.94645623,4827.767,26.15926726,5139.4558,25.54250167,22,9,20,13,13,10,8,9,2021,409.5128388,411.0694645,410.8977664,410.2538927
47,22.5947,113.0828,131.25,270,31.4225,0.296425,0.4896,212.75,100.5,169,0.003,0.008225,22.5947,113.0828,2017.75,296.3234025,295.4069111,300.3295902,301.308682,378.75,34598.31835,23.83950425,7186.99615,21.45834249,17653.8224,28.79729916,13479.4856,25.81541704,22,9,20,13,13,10,8,9,2017.75,402.9855118,407.1466256,404.272394,403.8805862
48,22.5978,114.297,125.1666667,277.5,35.22666667,0.27965,0.455616667,215.6666667,106.6666667,143.1666667,0.004166667,0.008983333,22.5978,114.297,2018.5,295.7943314,294.427251,299.9044273,300.7881791,358,30744.56627,31.10023619,10531.54943,32.72873185,11187.1709,29.16467514,7939.590967,24.95880675,31,9,30,13,13,10,8,9,2018.5,404.9063088,407.4504041,406.2285795,405.7571859
49,22.6058,113.1064,148.75,243.25,22.815,0.109025,0.21285,208.25,115.25,173,0.002975,0.00225,22.6058,113.1064,2018.5,296.1850824,295.0326405,300.0876058,301.1860427,376,44677.79465,26.48549338,11117.9006,25.32308976,22058.16875,31.28973319,15833.1988,27.02924798,22,9,20,13,13,10,8,9,2018.5,404.669976,406.2286171,405.902756,405.5175917
50,22.6164,110.1433,117,301.75,30.0825,0.2068,0.331225,276,62.25,160.5,0.002675,0.00265,22.6164,110.1433,2018.5,295.6630826,294.6921942,299.4406551,300.5275611,1284,21908.21945,25.5917785,5518.3545,24.32140901,9104.91005,27.71664128,6512.1987,25.77540294,22,9,20,13,13,10,8,9,2018.5,404.2398941,406.197305,405.7981587,405.1094935
51,22.6198,114.0261,109,274,24.51,0.1541,0.2825,243,49,185,0.0053,0.0011,22.6198,114.0261,2021,296.3301997,296.1317884,300.1027923,301.0604572,1667,29093.5274,27.02687807,10495.9112,28.80722912,9237.8702,24.46895012,8869.2182,23.43772847,22,9,20,13,13,10,8,9,2021,411.0013761,411.4908879,411.2739334,411.1679276
52,22.6411,110.1675,109.6,283.4,16.784,0.14896,0.23548,246.4,70.2,152.4,0.00158,0.00256,22.6411,110.1675,2017.4,295.5223587,294.6621369,299.4412306,300.4534051,1282.6,17681.59408,24.49335788,5666.95832,24.40959473,7325.30456,26.60921028,5412.31016,24.66599078,22,9,20,13,13,10,8,9,2017.4,402.1583431,403.8698535,403.5680366,402.8799085
53,22.6831,110.1945,119,274,32.24,0.3386,0.5237,193,113,124,0.0029,0.0213,22.6831,110.1945,2021,295.6929773,295.7109585,299.4092298,300.7799283,1855,24752.976,28.6588791,6560.1594,26.53363167,7091.6872,27.8792686,7410.4112,27.15425163,22,9,20,13,13,10,8,9,2021,409.5128388,411.0694645,410.8977664,410.2538927
54,22.7019,110.1106,142.1666667,305,33.69,0.349366667,0.512766667,234.1666667,108,186.1666667,0.00285,0.004116667,22.7019,110.1106,2017.5,295.3946542,294.3545775,299.3522532,300.3553249,1281.666667,23386.57943,26.62141569,6909.043867,25.98421938,9309.55,27.86418629,6275.010667,25.32116627,22,20,20,9,9,4,2,2,2017.5,402.1856415,405.4122112,403.7449896,403.0648727
55,22.7151,114.3551,167,309,19.51,0.2406,0.3516,210,144,190,0.0017,0.0031,22.7151,114.3551,2021,295.9092547,295.5619676,299.8119931,300.7528074,1782,25699.7246,26.36219336,10005.9678,29.76539718,7115.503,22.80252505,6977.0238,22.05789763,22,9,20,13,13,10,8,9,2021,411.0013761,411.4908879,411.2739334,411.1679276
56,22.7244,114.2283,130.8571429,268.7142857,24.15857143,0.256114286,0.387957143,206.8571429,95.71428571,168.1428571,0.002828571,0.0055,22.7244,114.2283,2018,295.8037307,294.5866838,299.7931219,300.7160914,353.8571429,30853.18066,27.67251268,10142.11006,29.15156573,12897.41766,28.0751562,10181.6344,24.47474132,22,9,20,13,13,10,8,9,2018,403.7991374,405.564687,405.1421472,404.6629387
57,22.735,108.3275,113.6666667,277.5,20.06833333,0.188166667,0.29615,230,82.66666667,137.6666667,0.00295,0.004166667,22.735,108.3275,2017.666667,295.2244762,294.3032717,299.482413,300.6491637,399.6666667,13364.1805,20.830331,3961.968567,21.39088166,6255.683,22.68274832,5342.098967,22.4714546,22,9,20,13,13,10,8,9,2017.666667,402.850533,404.2575213,404.0377498,403.4516816
58,22.738,114.0678,123.8,291.6,26.156,0.44212,0.56198,225,112.8,135.2,0.0018,0.0081,22.738,114.0678,2017.8,295.8719279,294.6490644,299.8920814,300.8470494,358.8,32649.60648,26.40876768,10044.92736,27.22023213,13909.38856,26.77483243,11139.09992,23.49011418,23.8,9,22,13,13,10,8,9,2017.8,403.4002443,408.791807,404.8087809,404.3260759
59,22.7633,100.98,135,320.5,23.175,0.19635,0.30885,267.5,64,245,0.00655,0.00085,22.7633,100.98,2018.5,292.3891125,293.5168133,293.6182916,294.5324156,1373,15471.4056,22.61625083,14695.5804,35.81966907,43.4833,13.25853265,277.7079,14.41641782,22,9,20,13,13,10,8,9,2018.5,407.6454388,404.1333487,403.9373417,405.854126
60,22.7642,113.2544,128.6666667,276,18.09666667,0.152866667,0.245,250,86,176.3333333,0.0019,0.001466667,22.7642,113.2544,2016.333333,296.2051355,294.9062928,300.3714485,301.3711108,367.3333333,30855.06347,20.97373818,6539.732,18.91160512,17992.44907,27.6709175,15936.421,25.85381906,22,9,20,13,13,10,8,9,2016.333333,399.9955079,401.4849522,401.0910294,400.7496011
61,22.775,114.6517,141,296,13.73,0.1459,0.219,276,76,206,0.0008,0.0007,22.775,114.6517,2021,295.8506375,295.5936313,299.6662166,300.5735461,1787,37205.7602,32.76980591,13104.5954,34.29199804,12144.9214,29.62990504,10844.6444,28.87182716,22,9,20,13,13,10,8,9,2021,411.0013761,411.4908879,411.2739334,411.1679276
62,22.775,115.3653,104.8,273.4,10.69,0.08494,0.13752,247.8,66.2,137.4,0.00076,0.00186,22.775,115.3653,2017.8,295.9373308,294.3490909,299.7886509,300.589218,610.8,38895.00656,34.94346431,13695.10676,37.00266347,15507.6548,35.03246979,8815.46536,29.56166496,32,9,30,13,13,10,8,9,2017.8,403.806864,405.5538724,405.1454089,404.5413346
63,22.7757,108.2257,114.6,290.4,28.38,0.21344,0.35856,253.2,80.6,156,0.00194,0.00536,22.7757,108.2257,2018.2,295.2064676,294.2255711,299.607658,300.7749415,400.8,14067.27532,19.5157884,4154.87388,20.3793009,6521.30676,21.48004816,5962.05144,21.87446315,22,9,20,13,13,10,8,9,2018.2,403.9422391,405.3783778,405.2062766,404.5593965
64,22.7833,114.4645,123.6666667,278.3333333,11.84,0.1409,0.202,233,68,204.6666667,0.002566667,0.000533333,22.7833,114.4645,2019,295.4722993,294.2360613,299.5907235,300.5061238,388.3333333,25183.48407,27.79138718,8933.903867,29.8286934,9992.3242,26.92200841,8795.002667,25.11086079,32,9,30,13,13,10,8,9,2019,406.1637446,407.4678897,407.0256667,406.8347593
65,22.7881,108.3103,111,299.6666667,23.11,0.164066667,0.265833333,271,65,148.3333333,0.0022,0.001733333,22.7881,108.3103,2018,295.3198743,294.359935,299.3791222,300.7435629,394,12581.22127,22.36038508,2755.2912,20.66051809,6958.546333,25.40318884,5514.077867,25.23875587,28.66666667,9,26.66666667,13,13,10,8,9,2018,403.3222867,404.841611,404.5287569,404.0248807
66,22.7898,115.3706,157,289.5,15.98,0.2441,0.3294,210.5,124.5,189.5,0.0013,0.0018,22.7898,115.3706,2017.5,295.9859973,294.3962636,299.7196159,300.6868353,612,32001.1544,33.09096449,9788.3665,33.93221099,14591.7078,34.38060315,8869.8818,28.9724203,22,9,20,13,13,10,8,9,2017.5,403.3617515,404.9684467,404.3877853,404.0112181
67,22.7925,115.3622,147.2,285.2,24,0.2852,0.40452,213.8,123,174.2,0.0024,0.00364,22.7925,115.3622,2018.2,295.9801162,294.448314,299.9211968,300.6889899,613,31246.43988,33.27122966,10817.39844,34.60156105,11937.4336,32.75642068,8101.42568,29.59982974,22,9,20,13,13,10,8,9,2018.2,404.6444635,406.1670407,405.7885832,405.3239323
68,22.8037,108.3829,106,277,28.02,0.3164,0.4632,254,75,137,0.0016,0.003,22.8037,108.3829,2016,295.2342169,293.7682438,300.136649,300.8714341,396,8778.644,22.64069958,1120.3388,21.8582131,6838.3158,26.31386553,4607.1376,24.24901118,22,20,20,9,9,4,2,2,2016,399.6896121,401.7032625,401.2621721,400.5914404
69,22.8094,113.2881,146,280.5,26.3675,0.26145,0.397675,215,121.75,170.5,0.001975,0.0056,22.8094,113.2881,2018.5,296.3176325,295.0609203,300.3355934,301.384216,367,40620.94815,26.12978155,10427.8216,24.6153748,20506.20955,30.51590841,16431.32425,27.33761135,22,9,20,13,13,10,8,9,2018.5,404.669976,406.2286171,405.902756,405.5175917
