,lat,lon,AOT40_spring,AOT40_autumn,AOT40_summer,AOT40_all
94,30.700895,-91.05607,5964.0,2033.1,2227.6,9484.8
95,30.7017,-94.6742,4834.4,1729.7,1594.1,7646.0
96,30.770182,-88.08776,5183.125,2201.375,2493.75,8057.125
97,30.848612,-85.60389,6228.571429,1488.857143,1731.142857,8918.142857
98,31.088001,-97.67973,9690.0,8032.8,8058.8,20455.4
99,31.169806,-81.49503,3817.0,878.5,929.5,4961.5
100,31.188932,-85.423096,5437.714286,1789.142857,1842.428571,7854.857143
101,31.6675,-106.288,9104.5,9896.25,11303.5,21911.0
102,31.73561,-106.46024,1207.0,1349.0,1809.0,3023.0
103,31.765684,-106.45523,10522.75,11058.0,14172.75,25911.0
104,31.768286,-106.50124,10135.0,12681.75,15744.75,27529.5
105,31.785769,-106.32358,10730.33333,7985.333333,9607.333333,21162.0
106,31.787886,-106.68333,13177.0,16614.66667,20550.0,36128.66667
107,31.796219,-106.584435,12118.33333,12756.66667,15680.66667,29706.0
108,31.893913,-106.42583,14437.33333,12899.44444,16393.77778,32869.33333
109,31.954287,-84.08101,5376.166667,1585.5,1926.666667,7686.0
110,32.00941,-109.38906,15531.0,14902.0,17635.0,38293.0
111,32.04121,-106.40971,14977.5,12266.0,15255.75,33265.0
112,32.06848,-81.04942,5456.125,1542.125,1947.375,7746.0
113,32.172997,-110.98013,10054.5,8181.5,10610.5,22101.5
114,32.174538,-110.737114,18780.0,9027.0,13078.0,34550.0
115,32.1783,-104.4406,9060.0,12401.0,15777.0,24837.0
116,32.29515,-110.9823,12719.0,7479.0,7916.0,22557.0
117,32.317593,-106.76833,13333.22222,12971.77778,17022.88889,32617.0
118,32.32911,-90.182724,5014.0,2842.888889,3402.0,9291.111111
119,32.34403,-95.41576,6417.666667,4758.0,4998.333333,14127.0
120,32.362606,-88.27799,3493.333333,1411.222222,1507.333333,5384.444444
121,32.364567,-88.73149,4262.5,1792.7,2035.6,6772.6
122,32.38012,-104.262726,13412.6,16379.8,19794.4,36712.4
123,32.38573,-90.1412,5012.5,2364.5,2905.0,7962.5
124,32.41281,-86.2634,5623.333333,2672.0,3204.166667,9276.166667
125,32.442303,-97.80353,6478.625,7606.75,8069.75,16529.125
126,32.46735,-85.08345,6640.4,3534.0,3719.8,11240.4
127,32.498566,-86.13659,6182.333333,2512.333333,2475.666667,9240.333333
128,32.50996,-92.046196,4027.0,2660.333333,3252.222222,8069.333333
129,32.52127,-84.94463,5783.714286,2655.714286,3250.857143,9425.571429
130,32.535294,-93.74704,5738.8,4447.5,4907.8,11866.6
131,32.56497,-96.31769,5145.142857,4894.428571,5059.571429,11983.0
132,32.63124,-117.05909,6893.0,4311.0,2356.0,13965.0
133,32.65637,-97.0886,5179.7,6222.0,7057.5,13558.6
134,32.669003,-94.167465,4600.5,3950.0,4150.4,10051.6
135,32.67618,-115.48307,15009.0,12455.0,17318.0,35079.0
136,32.69202,-108.125046,11890.0,7732.0,9283.0,22737.0
137,32.726658,-103.12292,9912.555556,11715.44444,14503.88889,26613.77778
138,32.805264,-83.543495,4717.5,1821.0,3357.5,8243.0
139,32.80581,-97.35653,6186.111111,8718.888889,9967.0,17737.55556
140,32.82006,-96.860115,5719.7,7264.6,8267.2,15251.7
141,32.84232,-116.768295,14216.0,25204.0,22468.0,50518.0
142,32.919205,-96.808495,6744.888889,9008.333333,10352.55556,18801.77778
143,32.922493,-97.2821,6014.5,9264.7,10289.1,18070.3
144,32.936523,-96.45921,5975.0,6466.111111,6735.444444,14413.22222
145,32.98725,-79.9367,5674.6,1030.6,1629.4,7542.2
146,33.007866,-80.965034,5076.333333,1021.333333,1391.333333,7100.0
147,33.08977,-87.45973,3718.666667,2201.5,2731.333333,6746.666667
148,33.1324,-96.78642,8042.5,10847.6,12407.0,22447.7
149,33.1787,-84.4052,8484.8,4430.2,4948.1,15314.5
150,33.21361,-115.54528,3392.75,2184.75,3178.0,6770.5
151,33.317142,-86.82575,5247.444444,5054.777778,5697.111111,11816.33333
152,33.331112,-87.00361,5009.555556,4800.0,5397.888889,11244.33333
153,33.342224,-81.788734,7132.9,2860.8,3818.5,11542.3
154,33.362595,-117.09023,9945.0,9284.0,8113.0,24773.0
155,33.38639,-86.816666,4683.8,5216.6,5683.4,11244.8
156,33.40405,-84.74573,3695.25,3958.75,4424.25,8907.25
157,33.41123,-111.93471,9334.0,9209.0,12482.0,22708.0
158,33.4339,-82.0224,5564.3,3629.8,4713.1,10911.9
159,33.43395,-84.16181,5917.3,4737.1,6103.7,12668.7
160,33.45797,-112.04659,13155.5,13457.0,15218.0,30602.0
161,33.485558,-86.915,5337.888889,5457.444444,5978.444444,12336.11111
162,33.545277,-86.549164,5856.222222,4395.888889,5080.555556,11762.55556
163,33.553055,-86.815,6114.0,4988.111111,5779.666667,13047.44444
164,33.57453,-112.19193,15431.0,13571.5,15480.5,33700.0
165,33.578335,-86.77389,5149.555556,4720.666667,5149.666667,11218.0
166,33.582043,-82.13125,5473.5,2267.6,3038.3,8983.9
167,33.58302,-117.072205,14933.0,19379.0,20776.0,43185.0
168,33.588547,-84.06961,6310.6,5516.9,6985.1,14040.2
169,33.63003,-117.67593,9794.5,11821.0,10228.5,25790.0
170,33.6547,-111.1074,21980.0,14305.5,19151.5,43463.0
171,33.6878,-84.2905,5216.5,4906.5,6284.9,12170.4
172,33.71881,-111.67183,16237.0,5718.0,8320.0,26444.0
173,33.72074,-84.357315,6635.3,7379.0,9259.6,16722.5
174,33.739964,-81.85364,5712.7,1846.2,2463.1,8835.3
175,33.74124,-84.77643,6618.6,5174.2,6213.1,13614.2
176,33.746056,-90.72303,5653.0,3630.6,4401.6,10709.6
177,33.801666,-86.9425,6898.285714,5089.571429,5630.714286,13818.0
178,33.81468,-80.781136,3672.6,819.7,1202.6,5221.5
179,33.90139,-118.205,2800.0,6391.0,4929.0,11205.0
180,33.904037,-86.05386,5499.875,3180.5,3751.375,9729.25
181,33.918137,-83.34438,6142.9,3443.9,4588.0,11282.7
182,33.9285,-85.04534,6475.0,3827.5,4232.5,11238.0
183,33.945377,-96.40572,8182.666667,7533.666667,7642.333333,17751.33333
184,33.9632,-84.0691,6071.8,5389.2,6859.2,13580.9
185,33.9828,-111.79871,33792.0,26475.5,29874.16667,76965.66667
186,33.99636,-117.4924,11703.0,21393.0,26973.0,42118.0
187,33.99958,-117.41601,10956.0,25606.0,26818.0,40947.0
188,34.002747,-89.79919,4900.5,1484.1,1855.6,7463.7
189,34.01029,-118.0685,6049.5,12298.5,12799.5,22089.5
190,34.015434,-84.60742,5021.222222,5412.333333,6689.666667,12419.55556
191,34.09396,-80.9623,5561.2,2491.1,3509.0,9583.7
192,34.10002,-117.49201,9653.0,29101.0,30900.0,46337.0
193,34.10374,-117.62914,11109.0,18376.0,23372.0,36882.0
194,34.106678,-117.27406,14394.0,26827.0,33634.0,52466.0
195,34.131264,-80.86832,8612.5,3814.666667,5647.0,14985.5
196,34.1326,-118.1272,8427.0,16397.5,17711.0,30724.5
197,34.14435,-117.85036,11506.5,33377.0,31679.5,52258.0
198,34.19925,-118.53276,17838.0,28834.0,32025.0,57561.0
199,34.25239,-119.14318,4960.25,4025.5,2726.5,10699.25
200,34.264915,-88.76622,4838.166667,3183.0,3814.666667,9269.166667
201,34.285694,-79.74486,5148.8,2457.4,3163.0,8778.0
202,34.289,-85.97006,6599.333333,2022.0,3091.666667,10416.66667
203,34.325317,-82.386375,3101.75,3184.75,3466.5,7663.25
204,34.364166,-77.83861,5856.0,1645.888889,2583.0,8790.777778
205,34.37623,-84.05951,7162.0,2082.1,2433.6,10179.3
206,34.403053,-119.45792,5242.5,3832.0,1904.5,11014.5
207,34.4251,-117.5898,16168.0,35627.0,41990.0,66070.0
208,34.44806,-119.2313,9521.5,12705.25,11996.25,26345.5
209,34.454514,-94.143524,10819.66667,6952.444444,6986.444444,20962.11111
210,34.474525,-85.408844,4317.4,2669.0,3232.5,8070.9
211,34.530716,-86.96754,6003.333333,3901.666667,4795.222222,11520.44444
212,34.54166,-119.79146,4978.625,7275.75,6276.5,14843.875
213,34.5467,-112.4761,18211.75,5414.75,9762.75,29822.25
214,34.615368,-80.198784,7976.0,2992.888889,4393.222222,13053.77778
215,34.623238,-82.53206,4703.75,3513.375,4361.625,9634.125
216,34.63298,-98.42879,7712.9,10761.4,12341.5,21752.7
217,34.63782,-120.4575,1033.75,366.75,83.0,1606.5
218,34.681343,-92.3287,3423.666667,6166.666667,6879.666667,10816.0
219,34.68776,-86.586365,7152.0,5430.666667,6650.666667,14784.55556
220,34.751846,-82.2567,7088.4,5256.7,6831.1,14925.2
221,34.756187,-92.281296,4001.888889,4346.222222,5457.222222,10044.0
222,34.785217,-84.62643,11434.4,4923.0,5898.3,18503.1
223,34.80526,-83.2377,12649.0,3887.428571,4581.714286,19398.0
224,34.8147,-106.7396,12064.77778,12923.33333,16759.44444,30605.44444
225,34.82056,-89.98778,4845.0,4143.0,7836.0,12681.0
226,34.82166,-89.98783,5396.5,5369.0,7303.0,13015.5
227,34.83572,-92.26058,5627.75,5877.75,7087.625,13629.625
228,34.851536,-82.744576,6092.714286,3167.285714,3730.714286,10627.28571
229,34.8848,-76.6203,8321.5,1230.0,2441.5,11425.0
230,34.9127,-80.8745,4233.0,4250.0,3531.0,8670.0
231,34.935818,-81.22841,5256.0,2566.75,3021.0,9150.75
232,34.968887,-78.9625,7450.5,4933.0,6558.0,14839.5
233,34.974037,-80.54062,6814.5,5482.7,7350.2,14997.4
234,34.988705,-82.075806,7036.1,5621.0,7371.5,15071.2
235,35.0158,-80.9662,3346.0,3488.0,3139.0,6976.0
236,35.01708,-106.65739,11926.55556,12374.11111,16551.11111,29944.11111
237,35.03146,-120.50103,4838.5,2191.0,342.5,8314.5
238,35.057396,-82.37288,5661.0,3473.0,3759.333333,10181.33333
239,35.0608,-83.4306,7499.2,428.4,903.5,8997.5
240,35.0631,-106.57879,14631.0,14455.0,18519.0,34622.0
241,35.10264,-85.16219,8476.8,6381.2,7675.9,17326.8
242,35.113163,-80.91953,3787.5,4068.0,5130.0,9200.5
243,35.130398,-81.81657,6627.333333,4677.0,5699.0,12881.0
244,35.13139,-81.405,5528.0,5119.666667,6670.0,12416.0
245,35.1343,-106.5852,10943.33333,13387.5,17807.0,29766.66667
246,35.1517,-89.85025,6218.222222,6911.222222,8994.555556,16163.11111
247,35.1539,-106.69715,17725.0,14784.0,18656.0,38757.0
248,35.158688,-78.728035,6508.625,4008.0,5623.5,12773.5
249,35.19324,-106.613815,15690.0,10968.0,15902.0,32554.0
250,35.206112,-111.65278,18312.42857,8947.571429,13052.0,34003.0
251,35.217503,-90.01971,4863.444444,4984.111111,6703.666667,12130.0
252,35.2318,-77.5669,7030.9,2715.3,4460.1,11996.6
253,35.233475,-85.18158,8178.6,5429.0,6632.0,15850.6
254,35.2401,-80.78568,7410.4,7138.3,9444.1,17759.9
255,35.2578,-83.7955,13087.1,6346.7,7487.5,22153.5
256,35.2632,-79.8365,7521.9,2776.4,4008.8,12240.4
257,35.299484,-106.54891,11935.6,12981.5,16884.6,30301.7
258,35.320107,-97.4841,7980.8,9583.9,11282.3,20889.7
259,35.34722,-80.695,6476.666667,7924.0,10146.66667,17401.66667
260,35.378155,-89.83447,6293.5,4828.666667,6647.333333,13786.33333
261,35.379166,-82.7925,14605.4,7966.8,9571.4,26081.1
262,35.40814,-94.524414,3893.666667,4726.0,5630.333333,10092.33333
263,35.4325,-79.2887,8923.6,4119.2,5703.2,15748.8
264,35.43477,-83.44213,5563.625,1321.0,2025.75,7873.375
265,35.438557,-81.27675,6852.2,5753.2,7273.8,14885.4
266,35.477036,-97.49431,8771.8,10824.8,12616.2,23011.4
267,35.49158,-120.66804,5962.0,3725.0,2902.0,11852.0
268,35.49871,-83.31024,5433.111111,1155.0,1621.444444,7365.333333
269,35.500103,-82.59986,6842.9,2776.2,4085.2,11315.3
270,35.503586,-119.272606,9402.333333,21067.0,23712.66667,37541.66667
271,35.507225,-82.96362,7081.3,2732.4,3942.4,11450.6
272,35.524544,-83.235985,15287.0,8984.166667,11507.5,29015.0
273,35.53448,-80.66756,6162.0,5176.0,6350.0,13190.0
274,35.55187,-80.39504,6602.9,6500.5,8302.3,16005.7
275,35.562874,-83.49794,5597.7,8407.8,10184.6,17973.8
276,35.587143,-83.07416,14285.4,7225.2,8826.2,24710.7
277,35.59095,-78.4622,5990.9,3582.5,5255.3,11819.0
278,35.596943,-78.7925,5299.666667,4597.666667,6198.666667,12008.66667
279,35.603058,-83.78361,7372.4,1524.1,2433.6,10095.4
280,35.614132,-97.47508,8343.4,10572.7,12539.1,22834.7
281,35.61467,-120.65691,5311.0,2858.0,2604.0,9827.0
282,35.63348,-83.941605,15683.6,7620.6,9539.9,27983.1
283,35.641277,-77.36012,6369.8,3223.5,5109.7,11963.5
284,35.69676,-83.60961,18491.4,9329.4,11592.3,35281.0
285,35.721096,-84.34303,5877.6,3949.0,5238.0,11656.8
286,35.750736,-94.6697,5212.0,3186.75,3746.75,10366.25
287,35.75722,-79.15972,4035.666667,2296.333333,3050.333333,7441.0
288,35.76541,-82.264946,15310.6,9105.6,10729.8,28464.7
289,35.81066,-76.9063,6571.125,2603.375,4246.875,11199.0
290,35.832726,-93.20826,8980.666667,4453.0,5159.666667,15937.55556
291,35.85611,-78.574165,7018.5,5247.8,7322.4,15077.8
292,35.897068,-80.55728,7244.5,4875.0,6393.5,14345.5
293,35.9138,-81.191,7004.111111,4315.777778,5731.444444,13348.66667
294,35.929,-81.18976,6083.0,2984.0,3860.0,10404.0
295,35.9359,-81.5306,6904.1,3654.7,4994.6,12435.5
296,35.949764,-87.138245,7630.333333,4381.666667,5351.111111,13712.22222
297,35.96497,-84.22317,6391.222222,4299.0,5217.222222,12342.88889
298,35.972347,-81.933075,6944.4,1658.4,2496.4,9885.0
299,35.988277,-77.5843,4942.571429,3138.285714,4826.857143,10269.85714
300,36.019184,-83.87381,5779.0,4487.2,6045.8,12374.8
301,36.02661,-80.341965,7370.6,6134.7,8068.9,16192.1
302,36.032955,-78.90404,5340.2,4211.1,5867.3,11691.9
303,36.0388,-85.7331,7709.2,2088.4,2884.1,11638.5
304,36.051804,-80.144936,7177.8,6671.1,8704.4,16675.9
305,36.060894,-86.28629,6012.777778,3368.777778,4351.333333,11010.0
306,36.085506,-83.76481,5289.8,4518.9,5976.4,11797.8
307,36.096188,-78.46372,5470.0,4192.666667,5625.333333,11746.33333
308,36.10563,-83.60207,8846.111111,7211.111111,8946.444444,19002.88889
309,36.1058,-82.0454,15336.0,3819.555556,5056.111111,23538.44444
310,36.106388,-115.253334,16051.5,18432.5,26095.0,43905.0
311,36.109005,-79.802315,7492.2,6242.3,8466.3,16653.7
312,36.11094,-80.2245,7424.125,7140.875,9513.25,17685.25
313,36.14111,-78.76806,6426.375,4407.125,6043.625,13064.375
314,36.142956,-115.056305,15451.0,10194.0,16141.0,32861.0
315,36.1508,-86.6233,5303.6,5471.8,7298.4,13074.8
316,36.173416,-115.332726,13820.5,17284.5,23501.5,39173.75
317,36.1797,-94.11683,7228.625,4454.125,5670.25,14054.25
318,36.203056,-80.215836,6058.333333,3776.666667,4894.0,11430.0
319,36.204903,-95.97654,6431.2,7623.8,9311.3,16814.5
320,36.205055,-86.74472,4711.111111,5042.333333,6875.333333,11972.77778
321,36.209286,-121.12637,3927.8,2953.2,2117.8,7660.0
322,36.22841,-95.24995,5250.0,4402.285714,4861.285714,11499.71429
323,36.29756,-86.65314,6441.0,6411.375,8315.75,15465.375
324,36.306965,-79.09197,6750.6,4106.5,5499.3,12768.5
325,36.307034,-79.467415,6143.9,3656.1,4967.8,11597.6
326,36.308887,-79.85917,8108.8,4963.4,6698.6,15445.3
327,36.46983,-83.82651,7324.625,2629.375,3610.5,11824.125
328,36.48187,-121.73333,2089.5,2550.5,1296.0,5156.0
329,36.541367,-82.42455,7488.444444,4763.555556,6342.222222,14379.0
330,36.566128,-118.7777,17748.0,47453.0,53953.0,78865.0
331,36.58211,-82.48574,6985.555556,5055.111111,6551.555556,14139.77778
332,36.597443,-119.50366,10057.5,26555.0,30023.5,46502.0
333,36.60843,-83.73694,6354.714286,1968.714286,2861.857143,9526.428571
334,36.6719,-83.5264,8448.5,3453.0,5038.5,13487.0
335,36.705475,-119.74133,6890.0,12982.0,18837.0,25727.0
336,36.742226,-107.97757,10901.0,8652.0,11789.0,24041.5
337,36.78538,-119.77321,12376.0,22443.0,25434.0,41692.0
338,36.796665,-108.47314,9908.0,5655.0,9274.0,19558.0
339,36.8071,-108.69523,7504.0,26349.0,19304.0,44027.0
340,36.81945,-119.71643,11530.875,28320.75,31725.0,48695.625
341,36.84159,-119.87474,11295.0,24277.0,28895.0,43900.0
342,36.867126,-120.010155,7785.4,17385.8,18823.8,31008.0
343,36.90118,-76.43808,3605.4,2783.0,4091.8,7909.6
344,36.98332,-121.98822,2073.166667,1384.166667,706.5,4013.166667
345,36.999573,-121.574684,3179.2,4799.0,4532.0,9422.4
346,37.05822,-88.57251,4987.888889,4345.222222,6259.0,11706.66667
347,37.09798,-84.61152,5641.857143,3449.142857,4670.857143,10768.85714
348,37.103733,-76.38702,6143.875,4913.5,6979.5,13498.5
349,37.13179,-86.14295,8063.2,4394.5,6050.3,15070.2
350,37.15539,-88.39403,5869.0,4821.777778,6922.888889,13296.77778
351,37.1655,-78.3069,6668.5,1897.8,2598.1,9712.3
352,37.179127,-113.3051,12170.75,10011.5,15958.75,29433.25
353,37.226864,-121.979675,2178.75,4532.75,4493.75,8122.75
354,37.256138,-93.2999,4942.888889,4561.111111,5782.555556,11174.55556
355,37.28329,-83.20932,4899.222222,1939.444444,2653.666667,7829.444444
356,37.28342,-79.88452,6115.0,3753.285714,5188.0,11708.85714
357,37.30389,-107.48417,21165.66667,12227.66667,16020.83333,41422.0
358,37.319187,-93.204414,5967.666667,4804.444444,5842.111111,12461.22222
359,37.3297,-80.5578,13661.5,6118.875,7792.875,23345.625
360,37.34438,-77.25925,4545.555556,3113.666667,4465.888889,9347.333333
361,37.348495,-121.8949,1705.5,4078.75,3874.75,6967.0
362,37.35748,-77.59355,4706.888889,3327.666667,4274.111111,9249.888889
363,37.4826,-82.53532,4644.555556,1719.222222,2393.111111,7299.222222
364,37.482933,-122.20337,1886.5,635.0,823.0,3321.0
365,37.488316,-120.836006,7316.5,18504.0,19202.5,29398.5
366,37.54377,-119.83957,6731.0,40001.6,39393.0,54345.2
367,37.55652,-77.40027,5344.444444,5144.333333,6550.222222,12338.44444
368,37.60613,-77.2188,5783.111111,4133.444444,5410.111111,11594.88889
369,37.62668,-79.51257,4930.777778,1735.888889,2178.333333,7348.222222
370,37.642166,-120.99421,6939.0,15387.0,17784.25,26930.875
371,37.687527,-121.78422,3004.0,7434.0,8235.0,13154.0
372,37.70097,-94.03474,5889.444444,4689.555556,5796.111111,12349.0
373,37.702065,-97.31485,5711.666667,6970.888889,8616.444444,15127.66667
374,37.7046,-85.0485,8799.7,5634.8,7736.6,17855.5
375,37.705612,-85.85263,5896.2,5282.8,7514.6,13899.4
376,37.71325,-119.7062,14160.22222,31767.88889,34685.77778,56487.55556
377,37.74365,-121.93419,2060.0,4019.0,4158.0,8242.0
378,37.775555,-111.61472,10953.0,8465.0,13210.0,27018.0
379,37.780777,-87.07531,4847.333333,5433.166667,8127.166667,13459.5
380,37.81478,-122.28235,575.0,141.0,18.0,720.0
381,37.89147,-84.58825,6127.0,5827.8,7745.8,14348.2
382,37.90084,-90.42388,3881.5,3751.5,5082.0,9313.0
383,37.9214,-83.0662,10002.8,3541.5,4553.4,15856.8
384,37.936012,-122.02615,2801.0,4407.0,5430.0,8932.0
385,37.95074,-121.268524,3447.5,6197.0,6168.5,11442.0
386,37.9604,-122.35681,2437.0,701.5,833.5,4109.5
387,37.97231,-122.520004,1735.0,701.0,170.0,2612.0
388,37.98178,-120.37855,7494.666667,21475.0,23319.0,34773.33333
389,37.98629,-85.71192,4828.888889,4945.666667,6964.777778,12156.0
390,38.013332,-87.577225,5153.0,5294.3,8206.6,13770.6
391,38.051666,-87.27805,4769.285714,5121.285714,8152.428571,13083.42857
392,38.06503,-84.49761,5594.777778,5324.555556,7576.222222,13561.22222
393,38.07657,-78.50397,6062.888889,3046.333333,4166.888889,10513.11111
394,38.10251,-122.237976,2183.2,2142.6,1684.0,4729.4
395,38.11515,-86.60325,6141.111111,5243.222222,8186.0,14656.55556
396,38.135883,-94.73199,6666.0,6089.0,7193.0,14283.0
397,38.13784,-85.57648,5746.4,6537.6,8785.4,15206.0
398,38.20087,-77.37742,5089.0,3025.555556,4029.888889,9378.666667
399,38.227066,-122.07562,2804.0,2694.0,2388.0,6384.0
400,38.22876,-85.65452,5976.5,7672.5,10690.83333,17170.83333
401,38.23887,-82.9881,5867.166667,2543.333333,3469.0,9661.666667
402,38.30703,-85.83298,4254.777778,4949.111111,7408.888889,12033.44444
403,38.310944,-122.29619,2352.4,2322.6,1923.0,5183.6
404,38.3456,-81.62832,5496.5,5589.0,6825.0,12692.5
405,38.35655,-121.94986,2947.0,3822.0,5294.0,8410.0
406,38.4002,-85.44428,5063.666667,6317.333333,8572.333333,14130.33333
407,38.424133,-82.4259,4755.0,4744.5,6551.5,11586.5
