,lat,lon,Date_Mid_Greenup_Phase_1,Date_Mid_Senescence_Phase_1,EVI2_Growing_Season_Area_1,EVI2_Onset_Greenness_Increase_1,EVI2_Onset_Greenness_Maximum_1,Growing_Season_Length_1,Onset_Greenness_Increase_1,Onset_Greenness_Maximum_1,Rate_Greenness_Decrease_1,Rate_Greenness_Increase_1,lat_x,lon_x,year_x,temp_all,temp_spring,temp_autumn,temp_summer,Unnamed..0,O3_all,O3_spring,O3_autumn,O3_summer,AOT40_all,AOT40_spring,AOT40_autumn,AOT40_summer,LC_Prop1,LC_Prop2,LC_Prop3,LC_Type1,LC_Type2,LC_Type3,LC_Type4,LC_Type5,year_y,co2_spring,co2_summer,co2_autumn,co2_all
61,39.236576,42.853008,101.3333333,262,26.53333333,0.148533333,0.294133333,252.3333333,75,127.3333333,0.0013,0.003566667,39.236576,42.853008,2019,280.6592581,276.3568454,290.1676315,287.9309384,2103,22.43086256,21.03719988,26.0862493,28.84487725,15609.54244,3375.068,8807.777778,11887.16711,31,9,30,13,13,10,8,9,2019,411.6637065,408.8656237,408.5234138,410.4770766
62,39.26083333,-0.93444444,80.6,275.8,60.542,0.2512,0.342,290,38.6,122.4,0.00098,0.00132,39.26083333,-0.93444444,2019.8,288.5220367,285.5199077,295.0644942,292.5472896,953,29.31823877,31.08264406,31.56213723,33.67484376,11143.6,4645.56,4667.893333,6024.96,22,20,20,9,9,4,1,1,2019.6,412.1357627,409.2955666,408.6876194,410.6987589
63,39.3134,16.24517,86.42857143,257,48.02857143,0.143285714,0.205185714,245.2857143,53.42857143,124,0.000871429,0.0013,39.3134,16.24517,2018,287.8461941,284.5738177,292.6338309,291.4574792,1690.142857,28.10077031,30.56962031,31.76941802,35.46329053,12787.65521,4116.901898,6825.326404,8470.05194,22,9,20,13,13,10,8,9,2018,408.951435,405.258857,405.0349269,407.3376671
64,39.42722222,-0.78388888,132,195,42.81,0.1698,0.2106,84,122,143,0.0027,0.0024,39.42722222,-0.78388888,2016,288.9976153,285.8075941,290.1116759,292.5039682,864,27.14509356,30.38405797,27.69422554,30.22570254,6054.2,1760.333333,3032.733333,4104.533333,43,9,40,13,13,10,8,9,2016,404.2139319,401.358384,400.8055972,402.7984078
65,39.428042,29.969711,99.5,277,12.88,0.0926,0.15535,275,58.5,141,0.00065,0.00095,39.428042,29.969711,2019.5,283.7250722,280.3821542,291.6261007,288.5318272,2179,11.01059052,2.986011885,23.32008764,21.79687876,6363.228665,0,5971.252002,6222.327332,32,9,30,13,13,10,8,9,2019.5,412.7150506,408.8352328,408.5796904,411.1129429
66,39.47805555,-0.36833333,109.1666667,308.8333333,59.76,0.22555,0.308416667,261.3333333,81.66666667,136.6666667,0.001133333,0.002466667,39.47805555,-0.36833333,2017,291.5739441,288.4439462,297.5414852,294.5129343,722.1666667,23.38723311,26.89044961,25.29142201,28.57140039,5770.3,2878.3,1860.311111,2802.988889,22,9,20,13,13,10,8,9,2016.833333,405.7727528,402.830563,402.1981581,404.3171782
67,39.4803,-0.3364,101,243,46.85,0.1444,0.1862,210,93,109,0.0004,0.0033,39.4803,-0.3364,2017,291.3729567,288.7660546,297.0801018,294.4049279,880,23.383703,26.33599613,25.65728064,27.39715302,6360.866667,3305.733333,2700.6,2656.8,32,9,30,13,13,10,8,9,2017,406.8884357,403.5203946,402.7782151,405.2003015
68,39.48111111,-0.44722222,104.3333333,284.6666667,52.97333333,0.200366667,0.261266667,240,75.66666667,133.3333333,0.001266667,0.003133333,39.48111111,-0.44722222,2017.666667,291.2410927,288.6078537,295.1891138,294.2643795,635,22.84927071,25.22811002,25.80887566,28.70764877,4973.977778,1640.266667,2091.311111,3269.222222,43,9,40,13,13,10,8,9,2017.666667,408.2636753,405.3972611,404.8342325,406.7500357
69,39.48963,16.3868,104.3333333,269.6666667,57.545,0.14785,0.232483333,239.5,79.16666667,129.3333333,0.0011,0.002266667,39.48963,16.3868,2017.5,286.8785017,283.6724285,292.3820009,290.686603,1751,23.53954341,23.0908191,28.6292115,30.80503427,7709.111665,1635.142777,5202.717888,6002.957444,22,20,20,9,9,4,1.5,1.5,2017.5,408.0560879,404.355931,404.1345517,406.454644
70,39.50944444,-0.41777777,107,252,48.17,0.1414,0.1851,237,62,152,0.0006,0.0006,39.50944444,-0.41777777,2020,291.3407225,289.0630454,296.8740648,294.1073785,779,26.53565285,27.51274748,30.56977565,31.62603523,6790.066667,2288.2,3989.466667,4235.2,43,9,40,13,13,10,8,9,2020,414.1613323,411.4299406,410.9149024,412.7680058
71,39.5476,44.083595,102,295,13.63,0.0822,0.1326,262,96,109,0.0006,0.005,39.5476,44.083595,2020,282.0434733,278.1574384,291.0219486,288.8406902,2130,12.00335167,7.360177698,14.35932971,7.809468432,2018.345333,0,1639.032,50.0673333,32,9,30,13,13,10,8,9,2020,413.8602659,410.6885048,410.3925255,412.7763524
72,39.56472222,-0.62555555,83,190,54.84,0.2575,0.3423,194,27,116,0.0017,0.001,39.56472222,-0.62555555,2021,289.7070721,286.9514478,290.4343009,292.7156063,963,24.60269126,23.84842285,26.31455331,29.54151195,9010.733333,1643.666667,4668.133333,6753.266667,22,20,20,9,9,4,1,1,2021,414.1613323,411.4299406,410.9149024,412.7680058
