,lat,lon,Unnamed: 0.1,Unnamed: 0,Date_Mid_Greenup_Phase_1,Date_Mid_Senescence_Phase_1,EVI2_Growing_Season_Area_1,EVI2_Onset_Greenness_Increase_1,EVI2_Onset_Greenness_Maximum_1,Growing_Season_Length_1,Onset_Greenness_Increase_1,Onset_Greenness_Maximum_1,Rate_Greenness_Decrease_1,Rate_Greenness_Increase_1,lat_x,lon_x,year_x,Unnamed..0_y,temp_all,temp_spring,temp_autumn,temp_summer,Unnamed..0,O3_all,O3_spring,O3_autumn,O3_summer,AOT40_all,AOT40_spring,AOT40_autumn,AOT40_summer,LC_Prop1,LC_Prop2,LC_Prop3,LC_Type1,LC_Type2,LC_Type3,LC_Type4,LC_Type5,year_y,co2_spring,co2_summer,co2_autumn,co2_all
10,27.350279,-82.47972,250,2517.333333,98.88888889,283.4444444,30.59555556,0.423455556,0.563711111,254.4444444,64.33333333,134.1111111,0.003522222,0.0028,27.350279,-82.47972,2017,18,296.2792276,295.0694051,299.5957312,294.0076094,19.77777778,24.71886415,30.65817206,20.2503058,18.88638379,10519.22222,7726,1272.666667,903.6666667,22,9,20,13,13,10,8,9,2017,403.7861428,403.5194959,403.2341757,403.5347458
11,27.449762,-82.52204,366,2398.6,112.6,288,25.222,0.35318,0.48236,257,76.8,148.2,0.00176,0.00242,27.449762,-82.52204,2016.8,45,296.1514442,294.8084654,299.8372398,291.5090422,54.4,26.37982371,31.2764282,22.85352533,21.74693755,10141.8,6999.6,1827,1270,22,9,20,13,13,10,8,9,2016.8,403.1980294,403.1278455,402.8780822,403.0582922
12,27.517456,-99.51522,4611,4792,120,274,22.14,0.1556,0.2842,254,84,141,0.0013,0.0023,27.517456,-99.51522,2020,837,297.5641727,296.7642126,301.7405768,291.7266575,815,26.89925151,31.01999286,24.50508593,24.33829787,9393,4877,2266,2496,32,9,30,13,13,10,8,9,2020,409.2869422,410.7362256,410.4692489,410.3248575
13,27.785866,-82.739876,212.5,1603.5,136,292.25,20.995,0.316075,0.41085,229.75,100,171.75,0.00155,0.001775,27.785866,-82.739876,2015.5,12,296.130875,294.1856404,299.8430009,289.454531,11.75,28.77858732,34.44978699,26.26160183,25.12262391,12020.25,8562.25,2155.75,1698.25,22,9,20,13,13,10,8,9,2015.5,400.5554893,400.6452145,400.2794121,400.388862
14,27.832413,-97.55539,4512,2984,106.8,261.4,22.48,0.32028,0.45778,194.6,76.8,140,0.00356,0.00366,27.832413,-97.55539,2017,818,295.9962516,294.6729833,300.6461676,290.5631997,820.6,26.14811865,31.91296365,22.85682912,21.6132745,9207.6,5151.8,2493.8,2289.8,25.6,9,24,13,13,10,8,9,2017,403.1343327,404.4735368,403.9591673,403.6664779
15,27.892523,-82.53843,327.5,1920,135.75,296.25,12.815,0.13315,0.20855,208,92.5,185.5,0.001875,0.001275,27.892523,-82.53843,2016,36,295.9373429,294.4833032,299.4701164,291.8563582,41.75,30.30058554,37.14194073,26.61782218,25.4410352,17271.25,11618,3273.25,2886.75,22,9,20,13,13,10,8,9,2016,401.8692653,401.55446,401.3195666,401.4770984
16,27.928356,-82.45454,323,2032.8,104,293.2,16.95,0.21714,0.29118,255.2,73,134.8,0.00164,0.00162,27.928356,-82.45454,2016.2,35,295.9303697,294.6676355,299.6056602,295.7901002,40.2,25.91680415,30.20343287,24.06480994,22.70898141,9076.6,5463.2,2578.4,1852.4,22,9,20,13,13,10,8,9,2016.2,402.1255241,401.8203544,401.535297,401.8052331
17,27.939747,-82.000084,232,2515.888889,84.88888889,280.6666667,40.87666667,0.380855556,0.558577778,254.2222222,58.66666667,111.2222222,0.004611111,0.004666667,27.939747,-82.000084,2017,15,295.9277177,294.8867665,299.2348305,297.388014,14.88888889,24.12331681,30.36785878,19.67833381,19.08039105,10791.44444,8087.666667,1300.666667,1142.888889,22,9,20,13,13,10,8,9,2017,403.7861428,403.5194959,403.2341757,403.5347458
18,27.946688,-82.731766,217.5,2404,139.8333333,289.5,11.35333333,0.16055,0.221316667,233.6666667,87.33333333,184.1666667,0.00135,0.0008,27.946688,-82.731766,2016.833333,13,295.9847422,294.2664402,299.8627022,289.4385809,13,28.11322242,34.65949522,24.27243394,22.88087633,13241.33333,9302.166667,2168.5,1721.333333,32,9,30,13,13,10,8,9,2016.833333,403.6513953,403.2504039,403.0003959,403.2924678
19,27.96565,-82.2304,333,2436,112.8571429,295.7142857,39.63428571,0.343942857,0.516642857,257.7142857,80.28571429,149.5714286,0.002685714,0.004371429,27.96565,-82.2304,2016.857143,37,295.8593367,294.676118,299.3949619,295.2808598,42.42857143,27.07686247,32.93200207,22.89878387,21.68065288,14052.71429,9757.857143,2167.857143,1955.857143,22,20,20,9,9,4,2,2,2016.857143,403.633019,403.2468101,402.9298434,403.2684717
20,28.028889,-81.97222,238.5,2390.5,112.5,272.75,25.415,0.365625,0.486725,241.25,58.25,174.25,0.00655,0.0014,28.028889,-81.97222,2016.75,16,296.0424022,294.9681089,299.1750275,297.1463525,15.75,26.44347555,32.8649811,22.22263198,21.51921784,12077,8772,1541.75,1653.5,22,9,20,13,13,10,8,9,2016.75,402.6731203,402.3135407,402.0373363,402.3968098
21,28.053612,-80.62861,382.5,2559,149.5,318,20.85,0.31905,0.39695,241,121,177.5,0.00245,0.0018,28.053612,-80.62861,2017,55,296.3086034,294.8583484,299.7331379,294.6497939,68,24.75839637,31.48058962,18.93321592,18.26631987,7900,6030,477,351.5,22,9,20,13,13,10,8,9,2017,403.8481966,404.4736306,404.0509957,403.8261408
22,28.0903,-82.70071,224,2251.714286,103.5714286,276.2857143,20.34857143,0.348842857,0.443357143,245,67.57142857,144.4285714,0.002328571,0.002557143,28.0903,-82.70071,2016.571429,14,295.9134358,294.1764726,299.7493491,290.9820107,13.85714286,24.80808369,30.62420698,20.70546966,19.46018751,9901.571429,7292.285714,1306.714286,1030.142857,22,9,20,13,13,10,8,9,2016.571429,402.57969,402.1918056,401.9457889,402.3228116
23,28.195574,-82.75626,201,3250.8,104.6,287.6,24.422,0.27318,0.38382,271.2,61,152.4,0.0015,0.00178,28.195574,-82.75626,2018.2,10,295.8064641,294.445004,299.6720326,291.4213502,10,29.07207898,35.29669782,24.87579845,23.53201718,14148.8,10387,1832.4,1570.8,22,9,20,13,13,10,8,9,2018.2,406.022786,405.4395686,405.2052624,405.6644548
24,28.31084,-80.61533,380.5,4045,149.5,253,9.265,0.2953,0.3561,171.5,98.5,207.5,0.00345,0.0009,28.31084,-80.61533,2019.5,54,296.2246789,294.9947659,299.6372277,294.4264911,66.5,33.21990759,38.63411086,29.38908236,28.03019748,16580,11640,2817,2098,22,9,23.5,13,13,10,8,9,2019.5,409.0217263,408.9117792,408.781143,408.7535927
25,28.332226,-82.30564,207,3133.285714,93,288.5714286,42.30857143,0.377685714,0.556485714,286,46.85714286,157.2857143,0.002857143,0.002185714,28.332226,-82.30564,2018,11,295.6813736,294.7157529,299.0902275,296.6227685,10.85714286,24.70340769,30.50669408,20.35360676,19.41123244,10234.14286,7799.142857,1004.285714,1025.428571,22,20,20,9,9,4,2,2,2018,405.4779867,405.0263659,404.8071091,405.2492659
26,28.34751,-81.63647,397.5,2422,109,264,28.1,0.347583333,0.49045,227,74.33333333,150.8333333,0.002833333,0.003083333,28.34751,-81.63647,2016.833333,52,295.7378793,294.5229144,299.2229965,294.3851302,63.5,25.77026818,31.75305216,21.73965501,21.07289282,10598,7695.833333,1765.333333,1312.333333,22,9,20,13,13,10,8,9,2016.833333,402.6449436,402.4848301,402.270005,402.4879955
27,28.45445,-81.38118,392,2041.2,93.2,292.4,37.592,0.32926,0.45454,272.2,52.2,132,0.0031,0.00278,28.45445,-81.38118,2016.2,51,295.5505994,294.3448843,299.1733471,295.4164256,62.4,24.61253264,30.85827235,20.67194478,20.05386428,9673.4,7124,1760.4,1493.8,22,9,20,13,13,10,8,9,2016.2,401.4440186,401.0229386,400.8427262,401.1476461
28,28.52389,-81.723335,345.5,2695,134.25,306.5,24.2725,0.283575,0.41205,262,88.75,183,0.003675,0.003825,28.52389,-81.723335,2017.25,40,295.750276,294.5794969,299.0748164,294.4582486,47.5,27.88715751,34.56274494,23.40669009,22.33011239,12918.5,9396.75,1504.75,1344.5,22,20,20,9,9,4,2,2,2017.25,403.7802864,403.3713995,403.0934815,403.4518376
29,28.59639,-81.3625,386.5,2224.666667,116.1666667,257.6666667,15.01833333,0.233366667,0.310716667,220.8333333,77.83333333,182.8333333,0.00215,0.0015,28.59639,-81.3625,2016.5,50,295.6599343,294.3465411,299.2698214,292.6163384,61.33333333,27.04457662,33.05886194,23.25802229,22.89876038,11182.83333,7754,2198.666667,2134,22,9,20,13,13,10,8,9,2016.5,401.9068328,401.7795909,401.5659082,401.7846436
30,28.74611,-81.310555,256.5,2798.5,127,242.5,18.76,0.2886,0.3931,272.5,74,180,0.0032,0.00125,28.74611,-81.310555,2017.5,20,295.1444331,294.1175736,298.9190752,299.6861431,22,26.26393947,32.43420893,22.29266413,21.3747896,11522.5,7966,2106.5,1667,22,9,20,13,13,10,8,9,2017.5,404.3093177,403.5881503,403.5355196,403.8646294
31,28.836214,-97.00552,4606.5,3218.125,92.625,275.625,17.6375,0.2039,0.2846,240.25,56,128,0.0023125,0.0014125,28.836214,-97.00552,2017.375,836,295.1026351,293.4500625,300.2909403,290.3721471,837,25.43396889,30.15411992,23.19351822,22.01503246,9724.75,4371.625,3528.75,3131.625,24.5,9,22.5,13,13,10,8,9,2017.375,403.6326955,404.6499444,404.3011386,404.0803839
32,29.043758,-95.472946,4542,3480.555556,94.22222222,274.2222222,46.20444444,0.368955556,0.589155556,260.4444444,60.22222222,134.1111111,0.003611111,0.004422222,29.043758,-95.472946,2017.888889,826,294.9214375,293.2248768,299.7949609,289.9053001,823.5555556,24.8374292,30.72427131,19.41539767,19.14607978,11615.33333,6602.888889,2806.666667,2814.444444,22,20,20,9,9,4,4,4,2017.777778,404.4988519,404.8405115,404.5580653,405.4236598
33,29.109152,-80.99367,258,14,147,274,28.92,0.2959,0.4285,300,110,183,0.0011,0.0024,29.109152,-80.99367,2013,23,295.5858181,292.9926229,299.0692655,299.7715272,25,25.91463272,32.4285215,20.90324859,20.09039146,8909,7116,939,494,22,9,20,13,13,10,8,9,2013,395.4895146,396.3026102,395.6553992,395.3766136
34,29.170532,-82.10065,372,3151.142857,100.7142857,289.5714286,33.08857143,0.356314286,0.4996,265.7142857,61,145.2857143,0.002585714,0.004028571,29.170532,-82.10065,2018,46,295.1682817,294.0450974,299.0072564,295.1225237,55.85714286,25.34467169,31.9005288,21.23846521,20.91858376,10074.42857,7809.142857,968.1428571,1123.428571,22,9,20,13,13,10,8,9,2018,405.4483901,404.9119016,404.7205564,405.21269
35,29.30265,-103.17781,4559.5,3013.5,93.5,278.5,12.63,0.1325,0.18535,212.5,65,123,0.00065,0.0018,29.30265,-103.17781,2017,833,293.6328554,291.829854,300.1527373,290.7650665,832,38.48281185,41.4735968,24.64637982,39.90290368,27212.5,13781,9868,10433.5,43,40,40,7,7,2,1,5,2017,403.1706995,403.9152373,403.6932151,403.6330732
36,29.489082,-81.27683,310,3134.666667,119.3333333,296.3333333,34.00333333,0.394433333,0.5567,271.6666667,70,169.3333333,0.002266667,0.002566667,29.489082,-81.27683,2018,32,295.2347104,293.5907311,299.0495203,296.120738,37,24.40621934,30.08667112,20.53780682,19.85695218,8619.333333,6427.333333,1228,774,22,20,20,9,9,4,2,2,2018,405.3902036,405.0155985,404.8410823,405.1878132
37,29.51509,-98.62016,4487.5,2686.625,101.375,286.75,29.57125,0.2374375,0.3615125,266.125,59.375,145.875,0.003275,0.0022875,29.51509,-98.62016,2016.5,812,293.9692828,292.1165269,300.040506,290.3581884,818.875,27.38802009,31.50755648,27.84198442,27.43628357,16275.25,7045.875,6969,6463.375,22,9,20,13,13,10,8,9,2016.5,401.9388789,402.8044796,402.3178844,402.3139224
38,29.544722,-82.29611,196.5,996.75,87.75,257.25,51.7825,0.4102,0.673475,243.75,59.25,115.75,0.0052,0.006175,29.544722,-82.29611,2014.5,25,294.6188907,292.782856,298.7522489,297.1533482,29,23.12354442,30.21040656,17.79993244,16.88342131,8538,6679.5,855.25,704.25,12,10,10,2,2,5,2,2,2014.5,398.1437003,403.3378446,397.7712786,397.9831048
39,29.583048,-95.01554,4334,3256.222222,96.33333333,296.2222222,36.13222222,0.307311111,0.463644444,277.7777778,67.22222222,127.6666667,0.001766667,0.004322222,29.583048,-95.01554,2017.555556,785,294.2494405,292.3142434,299.5193084,289.7075516,785.7777778,24.85895979,29.18965452,22.74794395,22.2474939,10272.55556,4788.777778,3939.333333,3967.111111,28,9,26.66666667,13,13,10,8,9,2017.444444,403.7867669,404.1919383,403.8874985,403.9437931
40,29.62389,-95.47417,4383,2984.428571,92.85714286,280.7142857,34.02857143,0.298014286,0.455942857,276.5714286,44.28571429,142.8571429,0.002842857,0.002028571,29.62389,-95.47417,2017,792,294.3476931,292.7873112,299.5592547,289.7327347,797.4285714,23.06354209,27.79485037,21.48602047,21.06117652,12096.14286,5157.571429,5048.571429,4787.857143,22,9,20,13,13,10,8,9,2017,402.6390598,403.0190726,402.7639381,402.8069241
41,29.625557,-95.26722,4399,2970.888889,99.22222222,278.5555556,33.70111111,0.297122222,0.459211111,264.5555556,64.66666667,133.7777778,0.002255556,0.003311111,29.625557,-95.26722,2017,794,294.212728,292.4647421,299.3896701,292.0259427,799.4444444,21.37038902,26.10502917,19.87083814,19.82824508,8342.888889,3579.888889,3535.888889,3762.666667,22,9,20,13,13,10,8,9,2017,402.5689082,403.0359471,402.7344759,402.7706481
42,29.632057,-98.56493,4496.5,3245.6,93.3,275,31.92,0.30401,0.45456,260.9,64.5,120.2,0.00186,0.00461,29.632057,-98.56493,2017.5,813,293.6615718,291.6915436,299.6703321,291.0837472,813.7,27.6364376,31.01782573,27.7221324,27.69810562,19072.6,8390.2,7817.7,7581.5,22,20,20,9,9,4,1,1,2017.4,404.026475,404.851725,404.3786023,404.3899709
43,29.670025,-95.12851,4324.5,3228.4,96.7,281.8,38.688,0.30542,0.48332,268.7,62,128.9,0.00227,0.00391,29.670025,-95.12851,2017.5,784,294.2335745,292.4428609,299.4275751,290.750611,785.9,25.05456425,29.42043495,23.2309329,23.03576146,12521.7,5526.2,4869.8,5134.1,22,9,20,13,13,10,8,9,2017.4,403.7006605,404.0336164,403.7480969,403.8235495
44,29.68639,-95.29472,4357.5,2672.25,102.375,279.375,27.785,0.250025,0.390575,266.875,63.625,144,0.0018,0.0025875,29.68639,-95.29472,2016.5,789,294.1628514,292.4998181,299.4775361,291.0882736,797.125,22.62318099,27.07485856,22.02745505,21.87938511,12075.125,4779.625,5582.125,5636.5,22,9,20,13,13,10,8,9,2016.5,401.6043286,402.0024399,401.6993962,401.7490091
45,29.695728,-95.49922,4390.5,3370.75,102.625,256.5,27.535,0.2844625,0.4366875,240.5,62.875,139.875,0.0021,0.0030875,29.695728,-95.49922,2017.75,793,294.0965332,292.1487385,299.5990539,291.3412816,792.875,24.81305357,29.24355457,23.55386916,23.66294087,14734.875,6091.875,6295.75,6407.25,22,9,20,13,13,10,8,9,2017.625,404.0902031,404.5354354,404.2543596,404.2936095
46,29.723333,-95.63583,4408,2971.888889,100,295,41.74111111,0.3075,0.487055556,281.7777778,56.88888889,155.8888889,0.003244444,0.003233333,29.723333,-95.63583,2017,795,294.2768554,292.4573572,299.6786789,291.1372514,800.4444444,24.70818252,29.19964483,24.13846466,23.62488865,13570,5606.555556,5968.555556,5611,22,9,20,13,13,10,8,9,2017,402.5689082,403.0359471,402.7344759,402.7706481
47,29.72793,-93.89408,4438,3579,113,303.2,40.944,0.34344,0.54342,278.4,66,163.2,0.00264,0.00262,29.72793,-93.89408,2018,801,294.8273357,292.7225315,300.0608826,290.0316901,798.4,28.59030242,33.07005059,26.01333336,25.48263907,12472,6829.4,3564.2,3871,22,20,20,9,9,4,2,2,2018,405.3023222,406.5858738,406.2659151,405.8785091
48,29.733727,-95.25759,4315,2962,97,287.7777778,41.73888889,0.289155556,0.4744,279.7777778,58.88888889,130.1111111,0.002366667,0.003766667,29.733727,-95.25759,2017,783,294.1461447,292.3634497,299.4067399,292.0614327,788.3333333,21.71280871,25.76568821,20.83992979,20.3786691,9528.444444,3590.222222,4525.555556,4589.555556,22,9,20,13,13,10,8,9,2017,402.5689082,403.0359471,402.7344759,402.7706481
49,29.767998,-95.22058,4305.5,3226.5,97.7,283.5,36.402,0.28386,0.45389,273.5,57.6,135.8,0.00217,0.00288,29.767998,-95.22058,2017.5,782,294.1361834,292.3381574,299.3822135,291.8387881,783.9,22.12044911,26.85917134,20.38819321,20.87085294,12046.6,5455.4,4464.8,4956.6,22,9,20,13,13,10,8,9,2017.4,403.7006605,404.0336164,403.7480969,403.8235495
50,29.802708,-95.125496,4350,2372.285714,99,286,31.45428571,0.231085714,0.373142857,274.4285714,59.71428571,138.5714286,0.002042857,0.0025,29.802708,-95.125496,2016,787,293.9376991,292.2386615,299.3532976,291.1470943,799.1428571,22.66044325,27.44956125,21.50296505,20.92818447,10480.57143,4838.142857,4170.857143,4395.428571,22,9,20,13,13,10,8,9,2016,400.6209316,400.9587241,400.6379698,400.716812
51,29.823318,-94.98379,4297,2706.428571,99.28571429,301.8571429,41.00428571,0.318471429,0.498185714,292.5714286,56,147.1428571,0.002871429,0.003228571,29.823318,-94.98379,2016.571429,781,293.9240836,292.2827866,299.2400753,291.0819932,788.8571429,26.68866078,31.68773588,24.93050111,24.44964101,14769.71429,7149.571429,5373,5612,22,9,20,13,13,10,8,9,2016.571429,402.2897701,403.0282778,402.6142207,402.5453551
52,29.828087,-95.284096,4366,2967.333333,104.6666667,265.6666667,31.36444444,0.285988889,0.439666667,226.4444444,78.66666667,143.4444444,0.004811111,0.005333333,29.828087,-95.284096,2017,790,294.0498341,292.2278516,299.384336,292.0486672,795.4444444,19.28709402,23.6942983,17.99969644,17.93810618,8220.333333,3399.111111,3610.666667,3800.444444,22,9,20,13,13,10,8,9,2017,402.5689082,403.0359471,402.7344759,402.7706481
53,29.834167,-95.48917,4375,2968.333333,95.66666667,281.7777778,35.87222222,0.2589,0.4241,270.5555556,57,134.1111111,0.002288889,0.002811111,29.834167,-95.48917,2017,791,294.1338273,292.2860795,299.5281853,290.9752231,796.4444444,22.79434367,27.32789605,22.27683256,22.415139,13337.33333,5429,5847.666667,5934.333333,22,9,20,13,13,10,8,9,2017,402.5689082,403.0359471,402.7344759,402.7706481
54,29.863956,-94.3178,4459,519,112,314,41.55,0.4015,0.5444,277,85,140,0.0018,0.0033,29.863956,-94.3178,2013,805,293.2336179,290.9284953,299.1390878,289.5423672,832,26.10829573,33.72951977,23.02874743,22.3407279,15441,8836,4755,4735,22,20,20,9,9,4,2,2,2013,395.0269238,396.1727562,395.1320832,395.2141875
55,29.867756,-93.951164,4461,1166,113.6666667,286,28.91333333,0.315033333,0.451566667,239.6666667,76.33333333,157,0.002533333,0.002466667,29.867756,-93.951164,2014,806,293.6004515,291.2513568,299.4717558,289.6189612,830,25.03540324,30.77028014,23.02703788,21.8670524,9845.666667,5072.333333,3476.666667,3512.666667,22,9,20,13,13,10,8,9,2014,396.9377673,398.2455795,397.6899388,397.3241441
56,29.897516,-93.99108,4455,2383.714286,101.5714286,287.5714286,48.24,0.374971429,0.605028571,271.7142857,58.71428571,148.5714286,0.0041,0.003528571,29.897516,-93.99108,2016,804,294.1100498,292.3432063,299.6373588,289.7428201,815.4285714,26.65726142,31.76861895,24.35382516,23.23509651,12456,6345,4181.857143,4007.571429,22,20,20,9,9,4,2,2,2016,401.2442732,403.2234882,401.7984892,401.5665129
57,29.901035,-95.32613,4342.5,3149.25,97.625,294.5,33.2075,0.25955,0.3936125,280.125,64.25,131.125,0.0018125,0.00315,29.901035,-95.32613,2017.375,786,294.0556161,292.3547221,299.4407788,291.173756,788.75,23.60204622,28.50593713,21.59763798,22.14406817,14687.75,6825.25,5412,5859.25,22,9,20,13,13,10,8,9,2017.25,403.5251677,403.7502622,403.4493786,403.5707577
58,29.939613,-89.92388,1318.5,2345.5,85.5,287.875,51.66125,0.362475,0.5894625,298.75,41.5,137.25,0.0027375,0.0033375,29.939613,-89.92388,2016.5,258,294.3581819,292.5874148,299.4487255,290.876441,267.625,27.59923687,32.55543868,24.90065979,24.28925459,13778.625,7756.375,3744.5,4112.625,22,9,20,13,13,10,8,9,2016.5,402.5405524,403.7931036,402.5210228,402.5874386
59,29.9425,-94.00056,4442,2769,95,308.6666667,54.90333333,0.294933333,0.541033333,285.6666667,56.66666667,133.3333333,0.0042,0.0041,29.9425,-94.00056,2016.666667,802,293.8413267,292.2881252,299.4174686,289.753723,807,27.72789577,33.37688128,25.27330002,24.892253,14831.66667,8019.333333,4263.333333,4607,22,20,20,9,9,4,4,4,2016.666667,402.3895793,403.3018728,402.7180475,402.6794736
60,29.978926,-94.01087,4447,3401.428571,94.28571429,282.1428571,46.65,0.347771429,0.5607,276,59.57142857,133,0.002414286,0.0041,29.978926,-94.01087,2017.714286,803,294.0602806,292.3751137,299.2601652,291.0041267,802.5714286,25.60517363,31.3355737,22.30927402,21.80174104,10891.85714,6042.571429,3111.428571,3164.857143,22,9,20,13,13,10,8,9,2017.714286,404.6189383,405.461015,405.0462656,404.9593259
61,29.979958,-94.004745,4451,5622,107,282,42.97,0.3272,0.5285,271,73,141,0.0019,0.0038,29.978926,-94.01087,2022,803,293.8668754,291.9873112,299.1093468,289.9197575,774,24.40805744,34.46593407,20.45661451,22.17787524,3506,1540,699,1966,22,9,20,13,13,10,8,9,2021,414.9329907,414.6321517,414.0312521,414.3716142
62,29.984371,-90.41064,1323.5,486,118.5,301.5,35.805,0.35045,0.5024,251,91,146,0.0031,0.0035,29.984371,-90.41064,2013.5,259,293.2271516,290.7506398,298.9049451,289.0978855,275,23.13539904,27.96910202,22.1199794,21.96562201,10735.5,5501,3839.5,3866.5,31,9,30,13,13,10,8,9,2013.5,395.7958543,395.9307323,395.4120112,395.7228158
63,29.993519,-90.10155,1296.5,483,99.5,274.5,32.875,0.3054,0.44525,278,39.5,167.5,0.0022,0.0018,29.993519,-90.10155,2013.5,255,293.4063474,290.9014817,299.0695739,289.2807041,271,25.76522051,30.93990741,24.55171139,24.33778719,12451.5,6857,3873,4208,22,9,20,13,13,10,8,9,2013.5,395.7958543,395.9307323,395.4120112,395.7228158
64,30.036423,-94.07106,4467,2978.222222,113.2222222,287.6666667,28.39444444,0.230311111,0.356755556,270.1111111,60.11111111,161.4444444,0.002077778,0.001566667,30.036423,-94.07106,2017,807,293.9154795,292.0801858,299.2360319,291.8345254,811.1111111,24.64014087,30.15100515,22.19879058,21.55982154,11232.44444,5829.333333,3592.444444,3563.555556,22,9,20,13,13,10,8,9,2017,403.0457866,403.4072117,403.0563861,403.1946611
